43,18,91,95,23,76,17,35,44,16,40,77,12,62,30,47,1,15,41,13,63,81,32,14,5,3,82,88,49,54,21,22,87,42,51,53,71,57,83,6,33,26,60,34,56,93,86,59,73,65,
58,31,28,7,98,75,96,90,27,2,10,92,84,72,52,69,38,39,66,4,61,68,25,99,55,80,78,46,64,36,74,29,79,19,37,85,48,67,9,20,89,0,94,97,11,70,8,24,45,50,
15240
43,18,91,95,35,44,40,16,77,17,23,76,54,21,22,87,53,57,6,59,86,65,73,56,93,8,45,24,33,83,51,42,88,49,15,13,63,32,82,3,5,14,81,41,1,12,62,30,47,50,
34,60,26,70,11,97,94,0,89,20,9,67,48,85,37,19,79,29,74,71,36,64,46,78,80,55,99,25,68,61,4,66,39,38,69,52,72,84,92,10,2,27,90,96,75,98,7,28,31,58,
10369
78,80,55,99,25,61,4,66,69,68,74,29,48,85,79,19,37,45,24,8,20,89,0,94,28,7,98,2,84,72,10,92,27,90,96,75,58,31,97,11,70,26,33,57,83,6,56,93,60,34,
65,73,59,86,51,53,71,36,9,67,52,38,39,64,46,87,22,21,54,49,42,88,82,3,5,14,32,81,63,13,41,15,1,47,50,30,62,12,77,40,16,44,35,17,76,23,95,18,91,43,
17967
45,24,8,26,70,11,97,94,0,89,20,9,67,48,85,37,19,79,29,74,36,64,46,78,80,55,99,25,68,61,4,66,39,38,69,52,72,84,92,10,2,27,90,96,75,98,7,28,31,58,
65,73,59,86,34,60,93,56,33,6,83,57,71,53,51,42,87,22,21,54,49,88,82,3,5,14,32,81,63,13,41,15,1,47,50,30,62,12,77,40,16,44,35,17,76,23,95,18,91,43,
16356
46,64,78,80,55,99,25,61,68,74,29,79,19,37,85,48,67,9,20,89,0,94,28,7,98,2,84,10,92,27,90,96,75,58,31,97,11,70,26,8,45,24,33,57,83,6,56,93,60,34,
43,18,91,95,35,44,40,16,77,17,23,76,54,21,22,87,4,66,69,72,52,38,39,36,71,53,51,42,59,73,65,86,88,49,15,13,63,32,82,3,5,14,81,41,1,12,62,30,47,50,
17918
37,19,79,74,29,55,99,25,61,4,66,69,68,48,85,67,9,20,89,0,94,28,7,98,2,84,72,10,92,27,90,96,75,58,31,97,11,70,26,8,45,24,33,57,83,6,56,93,60,34,
65,73,59,86,51,53,71,36,64,78,52,38,39,80,46,87,22,21,54,49,42,88,82,3,5,14,32,81,63,13,41,15,1,47,50,30,62,12,77,40,16,44,35,17,76,23,95,18,91,43,
18050
43,18,91,95,23,76,17,35,44,40,16,77,12,62,30,47,1,15,41,13,63,81,32,14,5,3,82,88,49,54,21,22,87,42,51,53,71,57,83,6,33,26,60,34,56,93,86,59,73,65,
50,45,24,8,70,11,97,94,0,89,20,9,67,48,85,37,19,79,29,74,36,64,46,78,80,55,99,25,68,61,4,66,39,38,69,52,72,84,92,10,2,27,90,96,75,98,7,28,31,58,
15240
